Time,Source,Destination,Protocol,Length
154.021776,10.0.0.6,10.0.0.2,TCP,54
154.025346,10.0.0.2,10.0.0.6,TCP,574
154.02537,10.0.0.6,10.0.0.2,TCP,54
154.028599,10.0.0.2,10.0.0.6,TCP,574
154.028619,10.0.0.6,10.0.0.2,TCP,54
154.034708,10.0.0.2,10.0.0.6,TCP,574
154.03474,10.0.0.6,10.0.0.2,TCP,54
154.038289,10.0.0.2,10.0.0.6,TCP,574
154.0383,10.0.0.6,10.0.0.2,TCP,54
154.041625,10.0.0.2,10.0.0.6,TCP,574
154.041635,10.0.0.6,10.0.0.2,TCP,54
154.044652,10.0.0.2,10.0.0.6,TCP,574
154.044671,10.0.0.6,10.0.0.2,TCP,54
154.051128,10.0.0.2,10.0.0.6,TCP,574
154.051177,10.0.0.6,10.0.0.2,TCP,54
154.057659,10.0.0.2,10.0.0.6,TCP,574
154.057711,10.0.0.6,10.0.0.2,TCP,54
154.058477,10.0.0.2,10.0.0.6,TCP,574
154.05849,10.0.0.6,10.0.0.2,TCP,54
154.061797,10.0.0.2,10.0.0.6,TCP,574
154.06181,10.0.0.6,10.0.0.2,TCP,54
154.065395,10.0.0.2,10.0.0.6,TCP,574
154.06545,10.0.0.6,10.0.0.2,TCP,54
154.068677,10.0.0.2,10.0.0.6,TCP,574
154.068715,10.0.0.6,10.0.0.2,TCP,54
154.073735,10.0.0.2,10.0.0.6,TCP,574
154.07379,10.0.0.6,10.0.0.2,TCP,54
154.07687,10.0.0.2,10.0.0.6,TCP,574
154.076928,10.0.0.6,10.0.0.2,TCP,54
154.078721,10.0.0.2,10.0.0.6,TCP,574
154.078732,10.0.0.6,10.0.0.2,TCP,54
154.082059,10.0.0.2,10.0.0.6,TCP,574
154.082067,10.0.0.6,10.0.0.2,TCP,54
154.085402,10.0.0.2,10.0.0.6,TCP,574
154.085412,10.0.0.6,10.0.0.2,TCP,54
154.08874,10.0.0.2,10.0.0.6,TCP,574
154.088749,10.0.0.6,10.0.0.2,TCP,54
154.092084,10.0.0.2,10.0.0.6,TCP,574
154.092092,10.0.0.6,10.0.0.2,TCP,54
154.108888,10.0.0.2,10.0.0.6,TCP,574
154.108941,10.0.0.6,10.0.0.2,TCP,54
154.11014,10.0.0.2,10.0.0.6,TCP,574
154.11016,10.0.0.6,10.0.0.2,TCP,54
154.113016,10.0.0.2,10.0.0.6,TCP,574
154.113029,10.0.0.6,10.0.0.2,TCP,54
154.116343,10.0.0.2,10.0.0.6,TCP,574
154.116351,10.0.0.6,10.0.0.2,TCP,54
154.119684,10.0.0.2,10.0.0.6,TCP,574
154.119692,10.0.0.6,10.0.0.2,TCP,54
154.123025,10.0.0.2,10.0.0.6,TCP,574
154.123034,10.0.0.6,10.0.0.2,TCP,54
154.133179,10.0.0.2,10.0.0.6,TCP,574
154.133228,10.0.0.6,10.0.0.2,TCP,54
154.134891,10.0.0.2,10.0.0.6,TCP,574
154.134931,10.0.0.6,10.0.0.2,TCP,54
154.139988,10.0.0.2,10.0.0.6,TCP,574
154.140043,10.0.0.6,10.0.0.2,TCP,54
154.141538,10.0.0.2,10.0.0.6,TCP,574
154.141554,10.0.0.6,10.0.0.2,TCP,54
154.144854,10.0.0.2,10.0.0.6,TCP,574
154.144869,10.0.0.6,10.0.0.2,TCP,54
154.148197,10.0.0.2,10.0.0.6,TCP,574
154.148221,10.0.0.6,10.0.0.2,TCP,54
154.151532,10.0.0.2,10.0.0.6,TCP,574
154.151542,10.0.0.6,10.0.0.2,TCP,54
154.154877,10.0.0.2,10.0.0.6,TCP,574
154.154887,10.0.0.6,10.0.0.2,TCP,54
154.158924,10.0.0.2,10.0.0.6,TCP,574
154.158976,10.0.0.6,10.0.0.2,TCP,54
154.163306,10.0.0.2,10.0.0.6,TCP,574
154.163356,10.0.0.6,10.0.0.2,TCP,54
154.166516,10.0.0.2,10.0.0.6,TCP,574
154.166554,10.0.0.6,10.0.0.2,TCP,54
154.17277,10.0.0.2,10.0.0.6,TCP,574
154.172816,10.0.0.6,10.0.0.2,TCP,54
154.186822,10.0.0.2,10.0.0.6,TCP,574
154.186862,10.0.0.6,10.0.0.2,TCP,54
154.188249,10.0.0.2,10.0.0.6,TCP,574
154.188266,10.0.0.6,10.0.0.2,TCP,54
154.191345,10.0.0.2,10.0.0.6,TCP,574
